cell_line_name,alpha,beta,SF2,R2,AUC
HARA,0.163602230275221,0.0216626021920746,0.646612081,0.9304853,2.57352922107217
SNU-466,0.117083873724204,0.0,0.795487338,0.9667241,4.94862213683576
ONS-76,0.189996521864174,0.0162466932215673,0.851263625,0.950532,2.57875982074029
ZR-75-1,0.109740563571226,0.0,0.787360541,0.9513492,5.1241834869892
NCI-H1915,0.224918278542713,0.0,0.509386273,0.9386123,3.0815462766165
Saos-2,0.442807559517145,0.0,0.300797888,0.6705428,1.42340240766541
SF126,0.0518427863298581,0.0448946755124544,0.587958887,0.9854471,2.69570429996379
NCI-H841,0.282091557834936,0.0230541400127379,0.469953525,0.9942813,1.74115276377751
SK-LMS-1,0.213622693220098,0.0214675175644915,0.508215344,0.9257413,2.19957242648508
SK-MEL-30,0.143233301562316,0.006936942051604,0.797011797,0.9863001,3.69067710489028
MDA-MB-415,0.189034180886821,0.0,0.625638466,0.9590645,3.57997706843345
HMCB,0.058742703893548,0.0354501322834345,0.515340658,0.9783773,3.00177624038464
FTC-133,0.292355224684934,0.0102310503651047,0.566059768,0.9875249,1.9976778148981
TE-4,0.311457693281986,0.0024725780243625,0.580681142,0.9792535,2.11590540515754
NCI-H2030,0.257852908782278,0.0,0.542406442,0.9306962,2.70240635558287
"G-292, clone A141B1",0.343383138665831,0.0,0.435398332,0.9828783,1.97185943708024
MFE-319,0.208524561183656,0.0078254102921383,0.617697944,0.9785172,2.79787341346047
NCI-H1573,0.175529915316225,0.0,0.782653991,0.8633466,3.79511818256237
KP-2,0.388084247688189,0.0,0.462259371,0.9893226,1.6947911703518
PC-3,0.36528081816554,0.0,0.550270209,0.9747441,1.82895859470242
COV318,0.247192901503021,0.0333142963307712,0.434143895,0.991445,1.71783143217912
EPLC-272H,0.17108219847528,0.0,0.693458827,0.9809966,3.86969023540976
Panc 03.27,0.235832417338987,0.027253328854489,0.647935474,0.9832252,1.90294081915245
HEC-50B,0.452086448792454,0.0,0.364620574,0.9885483,1.38340697319518
T3M-10,0.226376394822389,0.0,0.553413442,0.9709025,3.06330281723033
EC-GI-10,0.349520404264133,0.0,0.521723301,0.9396968,1.93031242616266
LC-1/sq-SF,0.166289764466986,0.0,0.634533739,0.9085925,3.95220959983552
TYK-nu,0.15945523513696,0.0297935148664683,0.884195257,0.9778616,2.30525395673676
PE/CA-PJ15,0.300616400452291,0.0072119593050996,0.6171094,0.9649717,2.03430153072097
SNU-245,0.13715947363238,0.0,0.788554067,0.8879156,4.50664555416655
PA-TU-8902,0.274642159817025,0.0112739671215893,0.858458957,0.9495628,2.05575491893309
NCI-H196,0.189138059084084,0.0,0.673928717,0.9779669,3.57838528123607
NCI-H838,0.0816442714751587,0.0322649658053153,0.922430048,0.9861232,2.91346207994727
NCI-H522,0.279773747277608,0.0,0.523985386,0.9688314,2.48417502672937
TE-1,0.297914829581731,0.009758032479942,0.453194965,0.994999,1.97501275642559
HEC-6,0.462302910127293,0.0,0.332193044,0.8975698,1.34113049910147
NCI-H2405,0.213651931306666,0.0,0.596301052,0.9710717,3.22751292808512
MCF7,0.195886053386741,0.0,0.578777988,0.9154718,3.47695447403971
SNU-1214,0.295494665356978,0.0,0.52680743,0.9749013,2.34211316424866
GI-1,0.330840773120162,0.0,0.492897041,0.9332376,2.06064435665394
SK-N-AS,0.124554238460761,0.0165029128302761,0.782712022,0.9953556,3.25893051281788
KMBC-2,0.13420512026545,0.0,0.720281645,0.9632541,4.56839176567696
HCC-366,0.276852721015237,0.0,0.407007892,0.8585691,2.51184740962164
KMRC-2,0.159776635659769,0.0,0.436296288,-0.2734153,4.06809267972061
RERF-LC-Ad2,0.136617309917764,0.0,0.672388211,0.8851347,4.51789542583694
MDA-MB-157,0.216241436657388,0.0,0.579039601,0.9149248,3.19316122855962
NUGC-3,0.365104867264771,0.0,0.401659167,0.8907891,1.83004947131276
NCI-H1299,0.0,0.0172057953310728,0.860062816,0.911832,5.33234544701531
RL95-2,0.491204641987837,0.0,0.242717894,0.8172939,1.23071195752722
COLO-800,0.257009772607645,0.0,0.559849674,0.9926979,2.71130775548854
J82,0.13234308910697,0.0169411793949063,0.564761823,0.9709554,3.13907580158772
PE/CA-PJ34 (clone C12),0.313733922523212,0.0,0.563549623,0.9116316,2.19075867258314
SNU-601,0.463693657939861,0.0,0.152679349,0.6248546,1.33551292218896
SHP-77,0.225761708215318,0.0112510930337477,0.623706088,0.9949153,2.47022740864657
NCI-H2196,0.102932226502498,0.0,0.676136101,0.5647937,5.29415456837646
JMSU-1,0.260559185415746,0.0176785052827851,0.645915768,0.989856,1.99263783849375
ChaGo-K-1,0.349503944802637,0.0,0.83018419,0.9203798,1.92218653168194
EFO-27,0.369077728540513,0.0,0.343897374,0.9323084,1.80563338913711
PA-TU-8988S,0.0964585718945556,0.005860080481172,0.712343623,0.9451033,4.63580900275549
NCI-H2110,0.115138889382344,0.0230126294881021,0.728650147,0.9951896,3.00374442650103
OCUM-1,0.192184433322981,0.0,0.677742798,0.9042797,3.53211671450385
AU565,0.157149237398075,0.0044522967881064,0.7168325,0.985805,3.68716345062897
OS-RC-2,0.114060938134509,0.0,0.66617326,0.9268736,5.01994289130126
8505C,0.212874284810365,0.0046534658416952,0.75963711,0.9154079,2.92884102242898
OV56,0.33533765684146,0.0,0.589973814,0.9855015,2.02819601466106
LMSU,0.107262640132559,0.0242397278078774,0.853853048,0.9822758,3.02643174685478
BT-20,0.174902801516168,0.0066153650107119,0.660647321,0.9947519,3.26678210361985
HCC-1171,0.195318821318521,0.0,0.53766849,0.8914496,3.48533318095124
LCLC-97TM1,0.4316200904044,0.0,0.447511853,0.9367674,1.47376262453424
SNU-81,0.268798849758602,0.0,0.587534627,0.935618,2.59033608167885
LoVo,0.55947439577813,0.0,0.381802966,0.8992128,1.01486685705619
MES-SA,0.524556995450314,0.0,0.315833033,0.9538568,1.11817528412581
HCC-78,0.402200731888556,0.0,0.432438039,0.8944338,1.61841950556195
HSC-4,0.0936764098874061,0.0214506019708225,0.921008859,0.9561293,3.33331290698052
SJSA-1,0.334976280466539,0.0,0.523678002,0.9940726,2.03077774987245
COR-L105,0.194528421139745,0.0,0.681079803,0.9085389,3.49705295758135
SNU-475,0.0068904287753747,0.0152273275049959,1.107146296,0.9737074,5.33102500623862
SK-ES-1,0.450279253768148,0.0168463626433345,0.432605475,0.9944934,1.15599824263676
PE/CA-PJ49,0.21890217218581,0.0161099578524428,0.554559613,0.9836657,2.33873168232094
RERF-LC-MS,0.13434375,0.0176875,0.772663567,0.9942305,3.07371465281461
KMRC-3,0.193428782540685,0.0,0.551029139,0.6818188,3.51344488015617
NCI-H650,0.120200824449062,0.0028454418904183,0.845526156,0.9721322,4.48999241890469
WM1799,0.218136457247614,0.0,0.652288053,0.9827726,3.16833025828262
TE-9,0.365771453821168,0.0074133901383871,0.434001563,0.9876509,1.64031351929123
U-BLC1,0.240300180372157,0.0161939494455552,0.624348944,0.9929631,2.1738223116308
NCI-H2122,0.45814628307753,0.0,0.359865081,0.9578123,1.35811435971608
SNU-1066,0.348684021155296,0.0,0.52430302,0.8911416,1.93590360595833
NCI-H1341,0.203059816504755,0.0046426063600357,0.612680925,0.9945369,3.04457356729462
CHP-212,0.461572814132262,0.0,0.416033342,0.9291221,1.34409250120084
C32,0.10110976973637,0.0,0.667191429,0.8182835,5.34087278153631
Calu-3,0.305021628370508,0.0,0.288041344,0.6266282,2.26134373793854
Hs 729,0.220622070207619,0.0,0.577927408,0.9339524,3.13614909492486
RERF-LC-Ad1,0.150394197447414,0.0,0.744135922,0.9813682,4.24168206716625
PSN1,0.526014012878998,0.0,0.362271712,0.9863057,1.11358487137469
Hs 746T,0.092138450393354,0.0,0.738006553,0.6082981,5.57868298301341
A2058,0.143843951650393,0.0341077919245966,0.472046601,0.9803902,2.31907335594368
NCI-H211,0.604874488826116,0.0,0.132397352,0.8401132,0.898999968066052
HT-29,0.0,0.0237125832370433,0.960257664,0.9717633,4.5872509110315
MDA-MB-468,0.204345874736588,0.0,0.637174211,0.9852903,3.35509890633004
NCI-H2452,0.289229815535383,0.0,0.659841325,0.9421605,2.39737197482324
SNU-61,0.19473548899374,0.0,0.663654116,0.9374741,3.49397759422848
LUDLU-1,0.134611831982928,0.0042015760735133,0.770763353,0.9886583,4.08533574954398
HCC1419,0.0328799859594694,9.11240396384145e-05,0.941156631,0.9606481,7.51486357277968
HCC38,0.269858672114911,0.0,0.538085165,0.949655,2.57982010841594
NCI-H810,0.509765979095695,0.0,0.281526695,0.9123853,1.16627063637172
NCI-H520,0.379271506803526,0.0,0.48479277,0.9700573,1.74499120226386
NCI-H358,0.290392290428197,0.0,0.477741434,0.9082219,2.386985878415
HEC-108,0.190683594254345,0.0,0.422385056,0.6425459,3.55481215776374
SW948,0.164238188388367,0.029450435289945,0.757030694,0.9914597,2.31126417545999
WM-115,0.127232445441242,0.0,0.697243985,0.761039,4.71852421143088
KMRC-1,0.107596450220106,0.0,0.664205117,0.8553193,5.17694751311792
OV-90,0.216175418872472,0.010820632551073,0.603507795,0.9826392,2.57543826150409
ES-2,0.0,0.0562605361768693,0.592908862,0.9845163,2.7517703874441
SNU-283,0.232634716543653,0.0,0.650399629,0.9575738,2.98661865705753
HT55,0.289820204082838,0.0,0.558856219,0.9774404,2.39208953031258
SF539,0.128871655278659,0.0252536936099954,0.754060794,0.984067,2.7606849900911
HEC-265,0.380022662919167,0.0,0.283541877,0.9045704,1.74063358077191
SW403,0.330362077913979,0.0,0.367308517,0.8813947,2.06414009554447
YD-15,0.0041626666205842,0.03564684079823,0.805689648,0.9861607,3.61590296242185
